Username,Time and Date,Tweet Text,URL Links,Twitter Permalink
@QReada,9:09 AM - 22 May 2010,[LARGE CHXRCOAX BLACK DXG WITH SNOW WHITE SAND OOZING EXES] http://bit.ly/a2zMZZ #feralC, ,https://twitter.com/QReada/status/14492379484
@QReada,9:06 AM - 22 May 2010,[THE WRXTE WRITXS ROTXINGS ON THX WALL] http://qrcode.kaywa.com/img.php?s=8&d=[THE%20WROTE%20WRITES%20ROTTINGS%20ON%20THE%20WALL] #feralC, ,https://twitter.com/QReada/status/14492239284
@gossama,1:45 AM - 22 May 2010,thats twice i've looted Reins of the Blue Drake. pity u can't trade em #feralC, ,https://twitter.com/gossama/status/14477162681
@HUD_B,12:15 AM - 22 May 2010,!!!!!!!!!!!!!!<3<3<3  http://chrismckenzie.com/ #feralC, ,https://twitter.com/HUD_B/status/14473421789
@gossama,7:07 PM - 21 May 2010,guildie just linked me this [niiice nice clip] http://bit.ly/ayQ3O2 #feralC, ,https://twitter.com/gossama/status/14458105330
@HUD_B,9:24 AM - 21 May 2010,:((((((( @gossama tried dming @pupa_mistress aboot tuffs she won't lemme kno bout that poor KITTY!!!!!!!??!*sadpanda*:((( anyhoo bai #feralC, ,https://twitter.com/HUD_B/status/14427512446
@gossama,9:10 AM - 21 May 2010,fark @HUD_B. yay u...i'm freakin booOOred. laters. #feralC, ,https://twitter.com/gossama/status/14426742564
@HUD_B,9:06 AM - 21 May 2010,ooooooO hiya @QReada!!!!! trying 2 send LOTS of <3 2 tuffs!!!!!! bet hes doing fine sending mroooowwwwahhhhhhhs & patssss 2 him!!!!!! Lol!!!, ,https://twitter.com/HUD_B/status/14426573471
@shadowmcclone,8:55 AM - 21 May 2010,#feralC NAW 17:53 HERE.  OUT NOW. OVER + OUT., ,https://twitter.com/shadowmcclone/status/14425958951
@gossama,8:49 AM - 21 May 2010,o hai @shadowmcclone i'll send that link round the traps 4 ya bro:) u up late there? bored with WoW atm #feralC, ,https://twitter.com/gossama/status/14425670865
@shadowmcclone,8:43 AM - 21 May 2010,#feralC HEY U GUYS KNOW ANY BODS UP 4 THIS http://bit.ly/9JoRYW, ,https://twitter.com/shadowmcclone/status/14425382761
@gossama,9:15 PM - 20 May 2010,"freakin typical o Blizzard 2""break the ability for AVR (Augmented Virtual Reality) mod to continue functioning"" http://bit.ly/aElZSk #feralC", ,https://twitter.com/gossama/status/14396441219
@gossama,6:11 AM - 20 May 2010,zomg @jr_carpenter  looks freakazoidal. be awesome as a game...some gamerhead already luuuvs it;) - http://bit.ly/9uDSVV #feralC, ,https://twitter.com/gossama/status/14352052108
@gossama,5:42 AM - 20 May 2010,+ @jr_carpenter niiiice re scrabble. u rawk;) u reckon @Miss_Stressa will b ok? #feralC, ,https://twitter.com/gossama/status/14351025562
@gossama,5:40 AM - 20 May 2010,eh? HoL? Is that like _Halls Of Lightning?_ oh + @jr_carpenter been DMing @Miss_Stressa: when she replies i'll letcha know #feralC, ,https://twitter.com/gossama/status/14350971346
@gossama,5:35 AM - 20 May 2010,"howdy @jr_carpenter re: @Miss_Stressa i dunno P[ain-in-arse]Mistress said she can't chat 2 us, that's all i got.hows scrabblesville? #feralC", ,https://twitter.com/gossama/status/14350797530
@HUD_B,11:54 PM - 19 May 2010,oooooOOOOoooo *shy* @if!!!!???? LOLOL  #feralC, ,https://twitter.com/HUD_B/status/14338367597
@HUD_B,11:47 PM - 19 May 2010,oooooo *blush* @if !!!??/ i didn't really crac k@QReada's code i just read the address bar by accident LOL!!!!!!!!!!!!!  #feralC, ,https://twitter.com/HUD_B/status/14338001013
@HUD_B,11:20 PM - 19 May 2010,baibai 4 now @QReada xoxooxoxoox<3 i'll find a way to help don't wurry :))))) #feralC, ,https://twitter.com/HUD_B/status/14336530784
@HUD_B,11:11 PM - 19 May 2010,i don't kno how ur kitty is tho @QReada!!!!??????? i'll try to find out tho<3<3<3 *********MMEOWRRRRRrr****** #feralC, ,https://twitter.com/HUD_B/status/14336012739
@HUD_B,11:09 PM - 19 May 2010,ummmm @QReada i worked it out!!!!!!!!! i can reed wot ur saying in the address bar of ur links!!!!! YAY!!!!! #feralC, ,https://twitter.com/HUD_B/status/14335921769
@QReada,11:03 PM - 19 May 2010,[HUD_B THXS HURTX TAXES XO MUCH WANTED U 2 C IF XY KITTYS XK]  http://bit.ly/bLmxrU #feralC, ,https://twitter.com/QReada/status/14335570127
@HUD_B,10:49 PM - 19 May 2010,ooooo hi @QReada !!!???1!!!! r u ok there? i can't read ur msg sry!!!!!!??????? *hugs?* #feralC, ,https://twitter.com/HUD_B/status/14334760145
@QReada,10:42 PM - 19 May 2010,[HUD_B I LXXE CATS MY TXBBY IS CALXED TUFFS CAN YOU C IX HE'S XK 4 ME PXS] http://bit.ly/bWCjnr #feralC, ,https://twitter.com/QReada/status/14334368461
@HUD_B,10:29 PM - 19 May 2010,hiya @labfly!!!!!! u poor thing!!!??? no aircon!!! this mite make it betterer http://meowmania.jqln.org/ MROAHWWWWwwWW!;)))))) #feralC, ,https://twitter.com/HUD_B/status/14333610701
@gossama,9:32 PM - 19 May 2010,BLIZZ PULLED THE VID while i was f'ling dling it @shanehinton #feralC, ,https://twitter.com/gossama/status/14330242639
@gossama,9:11 PM - 19 May 2010,nice @shanehinton. lemme kno + we'll PVP it up :)) #WoW #cataclysm #feralC #PVPLIKEABIATCH, ,https://twitter.com/gossama/status/14329045521
@gossama,9:08 PM - 19 May 2010,yeahyeah woteva @pupa_mistress. fark this #feralC sheete 4 a while...ltr all:), ,https://twitter.com/gossama/status/14328887671
@gossama,9:03 PM - 19 May 2010,+ lemme guess @pupa_mistress u can't tell us wot's wrong with @Miss_Stressa rite?<cue the  stormy nite weatha + conspiracy moosac> ;)#feralC, ,https://twitter.com/gossama/status/14328576548
@gossama,8:58 PM - 19 May 2010,fark @shanehinton tat's *massive*+ ty 4 the headsup! u lookin 4ward 2 Cata? #feralC, ,https://twitter.com/gossama/status/14328316773
@HUD_B,8:52 PM - 19 May 2010,ooOOo @Miss_Stressa hugs 2 u!!!??? <3<3 this mite cheer u up!!!!! http://isparade.jp/# type in #feralC !!!!!!! we all look SOOoooo CUTEEEE!!, ,https://twitter.com/HUD_B/status/14327940496
@gossama,8:47 PM - 19 May 2010,hMMMm so it's @Miss_Stressa....u there babe? u ok?  #feralC, ,https://twitter.com/gossama/status/14327661300
@HUD_B,7:39 PM - 19 May 2010,oooO @pupa_mistress i hope it isn't @QReada :(((( they seem 2 ahve so much trubble!!!???? #feralC, ,https://twitter.com/HUD_B/status/14324036035
@shadowmcclone,7:36 PM - 19 May 2010,#feralC AINT ME BUD., ,https://twitter.com/shadowmcclone/status/14323860107
@gossama,7:31 PM - 19 May 2010,"huh wtf? ""tech difficulties"" @pupa_mistress? #feralC", ,https://twitter.com/gossama/status/14323646793
@HUD_B,7:07 PM - 19 May 2010,Hi guys. yeh when's it happening!!!!??????thought i'd missed it!!!!!!!!!!!!! #feralC, ,https://twitter.com/HUD_B/status/14322365162
@shadowmcclone,7:05 PM - 19 May 2010,#feralC WONDERING BOUT THAT MYSELF., ,https://twitter.com/shadowmcclone/status/14322268764
@gossama,6:54 PM - 19 May 2010,man i'm gettin bored waiting 4 sess5. wots happening @pupa_mistress? #feralC, ,https://twitter.com/gossama/status/14321689552
@gossama,6:43 PM - 19 May 2010,[Gossama] Has now completed [Razorscale kills (Ulduar 10 player)] 13 times. #feralC, ,https://twitter.com/gossama/status/14321123680
@gossama,6:42 PM - 19 May 2010,[Gossama] Has now completed [Flame Leviathan kills (Ulduar 10 player)] 18 times. #feralC, ,https://twitter.com/gossama/status/14321087203
@Miss_Stressa,4:34 AM - 18 May 2010,Thanks @if. You've really got me thinking - I'll try to go to the house ASAP and take more pictures. I'll let you know what happens. #feralC, ,https://twitter.com/Miss_Stressa/status/14215718960
@Miss_Stressa,4:24 AM - 18 May 2010,"http://twitpic.com/1mne6c - It's not something I've really thought about @if, though I will now. I guess the two", ,https://twitter.com/Miss_Stressa/status/14215373762
@Miss_Stressa,12:03 AM - 18 May 2010,"http://twitpic.com/1mne6c - Well @if it's a house I pass by most days, though I haven't been able to lately - I", ,https://twitter.com/Miss_Stressa/status/14205816899
@Miss_Stressa,12:00 AM - 18 May 2010,I'll try @gossama. Thanks and looking forward to Session 5. #feralC, ,https://twitter.com/Miss_Stressa/status/14205660296
@gossama,11:56 PM - 17 May 2010,dw babe mebbe u just need 2 chill. anwai i'm off 2  do a random. cya in sess5 @Miss_Stressa #feralC, ,https://twitter.com/gossama/status/14205474698
@Miss_Stressa,11:51 PM - 17 May 2010,"Oh and @gossama I am feeling better, thanks. I still haven't walked past this house again though. http://twitpic.com/1mne6c #feralC", ,https://twitter.com/Miss_Stressa/status/14205226040
@Miss_Stressa,11:50 PM - 17 May 2010,"Hi @gossama. Yes, I'm planning on looking through those next. #feralC", ,https://twitter.com/Miss_Stressa/status/14205147312
@gossama,11:44 PM - 17 May 2010,oh hai @Miss_Stressa those digital maps there r preddy epic 2. u feeling any bedda? #feralC, ,https://twitter.com/gossama/status/14204836419
@Miss_Stressa,11:41 PM - 17 May 2010,"I just found this lovely site about Maps via the BBC. Interesting visualizations, especially the Desceliers Map http://bit.ly/bVpQ5i #feralC", ,https://twitter.com/Miss_Stressa/status/14204680002
@gossama,6:42 PM - 16 May 2010,*gah!* TOO MUCH BOSSDOWN SPAM! sry folks *turns the spamathon off*;) #feralC, ,https://twitter.com/gossama/status/14124295688
@gossama,6:41 PM - 16 May 2010,{Gossama] Has now completed [Deathbringer kills (Icecrown 10 player)] 4 times. #feralC, ,https://twitter.com/gossama/status/14124247259
@gossama,6:41 PM - 16 May 2010,Has now completed [Gunship Battle victories (Icecrown 10 player)] 4 times. #feralC, ,https://twitter.com/gossama/status/14124221233
@gossama,6:40 PM - 16 May 2010,[Gossama] Obtained [Chestguard of the Frigid Noose] http://www.wowarmory.com/item-info.xml?i=50780 #feralC, ,https://twitter.com/gossama/status/14124180869
@gossama,6:38 PM - 16 May 2010,[Gossama] Has now completed [Lady Deathwhisper kills (Icecrown 10 player)] 4 times. #feralC, ,https://twitter.com/gossama/status/14124106253
@gossama,6:37 PM - 16 May 2010,[Gossama] Has now completed [Lord Marrowgar kills (Icecrown 10 player)] 9 times. #feralC, ,https://twitter.com/gossama/status/14124052475
@gossama,7:47 AM - 16 May 2010,"healer in my guild just said ""who needs drugs when u have healing bars to top up"" lolz:)) #feralC #putthatonatshirt", ,https://twitter.com/gossama/status/14093982154
@gossama,7:34 AM - 16 May 2010,just cracked 13k dps !!! #feralC, ,https://twitter.com/gossama/status/14093497050
@HUD_B,7:59 PM - 13 May 2010,"oooooo oooooooOOO @labfly !!!!!!!!!! <3 <3 have 2 go but PLS LISTEN 2 thees http://bit.ly/ctvsDE http://bit.ly/93kvmM U""LL <3 EM!!!?????:)))", ,https://twitter.com/HUD_B/status/13942695472
@HUD_B,7:55 PM - 13 May 2010,baibai alll!!!!!! kisssesssss #feralC, ,https://twitter.com/HUD_B/status/13942508518
@gossama,7:54 PM - 13 May 2010,@Miss_Stressa later babe...i'm off 2 [+ gonna look up that sheete from @shadowmcclone] ;))))*. later all. #feralC, ,https://twitter.com/gossama/status/13942470762
@QReada,7:52 PM - 13 May 2010,[PLEASX LISTXN. IXM TRYING TO TELL U ALX SOMXTHXNG] http://bit.ly/cRDwRM #feralC, ,https://twitter.com/QReada/status/13942380962
@HUD_B,7:50 PM - 13 May 2010,awww @Miss_Stressa???!??? much <3 & watch the vid it will cheer u up!!!!!!!!!!!!!, ,https://twitter.com/HUD_B/status/13942287269
@Miss_Stressa,7:49 PM - 13 May 2010,On that note I'm leaving early. I need to lie down for a bit. #feralC, ,https://twitter.com/Miss_Stressa/status/13942217145
@HUD_B,7:48 PM - 13 May 2010,OMG KITTIESS!!!!!!!!!!!!!!! how cute r they!?????? not as cute as this tho http://bit.ly/93kvmM #feralC, ,https://twitter.com/HUD_B/status/13942159979
@Miss_Stressa,7:45 PM - 13 May 2010,Hm that's just as well @shadowmcclone. That image and your language!  Not impressed. #feralC, ,https://twitter.com/Miss_Stressa/status/13942030935
@shadowmcclone,7:43 PM - 13 May 2010,#feralC ROGER @pupa_mistress. MUST BAIL ANYWAY. OVER + OUT., ,https://twitter.com/shadowmcclone/status/13941922500
@shadowmcclone,7:38 PM - 13 May 2010,#feralC YAH @gossama RAT-FUCKING. HEY @Miss_Stressa TRY THIS http://i.imgur.com/GNeQr.jpg, ,https://twitter.com/shadowmcclone/status/13941689186
@Miss_Stressa,7:36 PM - 13 May 2010,"No @HUD_B , I haven't. I think I'm just tired and I'm probably photographing too much. Its not good for my eyes. #feralC", ,https://twitter.com/Miss_Stressa/status/13941583589
@gossama,7:35 PM - 13 May 2010,hmmMMm @Miss_Stressa i dunno...had a few blackouts myself in my time but most o those i kno how it happened lol . hope u feel betta. #feralC, ,https://twitter.com/gossama/status/13941517154
@HUD_B,7:32 PM - 13 May 2010,oooOOOooo @Miss_Stressa sounds scary!!!!!! have u seen doctor?????  #feralC, ,https://twitter.com/HUD_B/status/13941396920
@shadowmcclone,7:29 PM - 13 May 2010,#feralC SHINY @gossama, ,https://twitter.com/shadowmcclone/status/13941217576
@Miss_Stressa,7:28 PM - 13 May 2010,"Well @gossama I can remember some aspects.But I can't remember walking to photograph that house I mentioned before, it's just blank. #feralC", ,https://twitter.com/Miss_Stressa/status/13941190589
@gossama,7:25 PM - 13 May 2010,wellwellwell hiya @shadowmcclone. going good bro? #feralC, ,https://twitter.com/gossama/status/13941049840
@shadowmcclone,7:24 PM - 13 May 2010,#feralC HI TEAM., ,https://twitter.com/shadowmcclone/status/13940979725
@Miss_Stressa,7:24 PM - 13 May 2010,"Hi @Disam_biguation, have we seen you here before? And I hope I was there, otherwise I'll be in big trouble I assume -smile-.  #feralC", ,https://twitter.com/Miss_Stressa/status/13940960180
@gossama,7:22 PM - 13 May 2010,whoa @Miss_Stressa  lay off those *kickin* drugs babe  :)  seriously tho u just can't remember *anything?* #feralC, ,https://twitter.com/gossama/status/13940869818
@Miss_Stressa,7:19 PM - 13 May 2010,Yes thank you @gossama. I've just been having a few days this week where - I can't seem to remember much. Of anything. #feralC, ,https://twitter.com/Miss_Stressa/status/13940741509
@gossama,7:18 PM - 13 May 2010,huh @Miss_Stressa wots the skinny? u ok? #feralC, ,https://twitter.com/gossama/status/13940670702
@HUD_B,7:16 PM - 13 May 2010,ooooOO yay!!!! @strongria  <3 em.  try goldibots.....<3 <3 <3 !!!!!!! #feralC, ,https://twitter.com/HUD_B/status/13940584318
@gossama,7:15 PM - 13 May 2010,nice @HUD_B. bit emo 4 me but still not bad...sweet name 2 *Kenji  Urada*  #feralC, ,https://twitter.com/gossama/status/13940507021
@Miss_Stressa,7:13 PM - 13 May 2010,"Oh sorry @pupa_mistress. I will do. I'm a bit distracted today, sorry. I've had a strange couple of - things happen. #feralC", ,https://twitter.com/Miss_Stressa/status/13940415010
@Miss_Stressa,7:10 PM - 13 May 2010,"Well seems like you did achieve ""something"" so good for you. #feralC", ,https://twitter.com/Miss_Stressa/status/13940281387
@HUD_B,7:09 PM - 13 May 2010,oooo sounds .....good??????!!!!! LOLOL!!!!! i'm listening 2 http://www.myspace.com/kenjiuradatheband  yayness #feralC, ,https://twitter.com/HUD_B/status/13940227577
@gossama,7:07 PM - 13 May 2010,heh 'lo @HUD_B + @Miss_Stressa...bit pumped 4rm  *finaNNNAAAAlLLLLLYYYYyyy* downing the ice boss in VoA. FTWFTWFTW!!!:))))) #feralC, ,https://twitter.com/gossama/status/13940110979
@Miss_Stressa,7:05 PM - 13 May 2010,"Hi All. Yes gossama do tell: why so ""bouncey?""#feralC", ,https://twitter.com/Miss_Stressa/status/13940010323
@HUD_B,7:03 PM - 13 May 2010,hi!!!!!!!!! u seem happy 2day @gossama!!! wots happening there!??? #feralC, ,https://twitter.com/HUD_B/status/13939917903
@gossama,7:01 PM - 13 May 2010,bout borkin time....HI ALL! *bounces* #feralC, ,https://twitter.com/gossama/status/13939842928
@gossama,6:46 PM - 13 May 2010,heh nah @pupa_mistress just hangin till the others show up. bit wired here btw..the others r all poppin heads in 2day yah? #feralC, ,https://twitter.com/gossama/status/13939093782
@gossama,6:42 PM - 13 May 2010,*twiddles thumbs* lol #feralC, ,https://twitter.com/gossama/status/13938896834
@gossama,6:29 PM - 13 May 2010,oic @pupa_mistress np + ty #feralC, ,https://twitter.com/gossama/status/13938278082
@gossama,6:26 PM - 13 May 2010,that'll show the farckers..BM a dead spec my arse! hey @pupa_mistress  have we started yet? #feralC, ,https://twitter.com/gossama/status/13938131096
@gossama,6:18 PM - 13 May 2010,w00T! #feralC, ,https://twitter.com/gossama/status/13937760147
@gossama,6:16 PM - 13 May 2010,[Gossama] has earned the achievement [Toravon The Ice Watcher (25 Man Player)]! #feralC, ,https://twitter.com/gossama/status/13937671536
@gossama,5:38 PM - 13 May 2010,"""You Are Now Listed In The Raid Browser""....#feralC", ,https://twitter.com/gossama/status/13935984581
@gossama,5:35 PM - 13 May 2010,zomg WE HAVE WG!!!!!! i farkin hope i can get a VoA group + finish b4 sess4 #feralC, ,https://twitter.com/gossama/status/13935829545
@HUD_B,6:45 PM - 12 May 2010,oooo hi @labfly!!!!!<3 i had sum new poems but i trashed em lol !!!!!!!!!1! i couldn't find ur email!!!! they were 2 long 2 msg #feralC, ,https://twitter.com/HUD_B/status/13876523101
@gossama,9:50 PM - 11 May 2010,whoa this *sucks*: RTing @GamePron:  Blizzard issues takedown on Cataclysm leak http://bit.ly/clxE7i #feralC, ,https://twitter.com/gossama/status/13823503865
@gossama,1:50 PM - 11 May 2010,coolies re trying out the proggie @Miss_Stressa + later bud......i'm gone.:) #feralC, ,https://twitter.com/gossama/status/13800848763
@Miss_Stressa,1:48 PM - 11 May 2010,Thanks @gossama .That's a relief. I'll might even try it out. And I'm not sure re Session 4:I haven't been told yet.  Thanks and bye #feralC, ,https://twitter.com/Miss_Stressa/status/13800772758
@gossama,1:44 PM - 11 May 2010,yah @Miss_Stressa  if its from the same peeps it's prolly ok. stress less:) + btw gotta go afk soon...u kno when the next sesh is?#feralC, ,https://twitter.com/gossama/status/13800589818
@Miss_Stressa,1:42 PM - 11 May 2010,Is that normal @gossama? I'm worried I might be getting sent Viruses. The email is from the same company?  #feralC, ,https://twitter.com/Miss_Stressa/status/13800483096
@Miss_Stressa,1:40 PM - 11 May 2010,I signed up for some Trial Photo Manipulation Software and now I have this emailed invitation to try another program? @Miss_Stressa  #feralC, ,https://twitter.com/Miss_Stressa/status/13800404252
@gossama,1:36 PM - 11 May 2010,oic @Miss_Stressa wot's the deal? ....i'm just wrappin up these quests + lulz-watching  http://www.youtube.com/watch?v=tBONEHe8xKU& #feralC, ,https://twitter.com/gossama/status/13800216465
@Miss_Stressa,1:29 PM - 11 May 2010,Are you there @gossama? I've just been sent the strangest email. Could you help? #feralC, ,https://twitter.com/Miss_Stressa/status/13799906083
@gossama,1:26 PM - 11 May 2010,ughhhh no.... more..... quests. must.....BIO..... #feralC, ,https://twitter.com/gossama/status/13799786575
@HUD_B,3:56 AM - 11 May 2010,awwwwww @jr_carpenter !!!!!! i still use email:( thx anyway.....:((((((((((((((((((((((( #feralC, ,https://twitter.com/HUD_B/status/13776490435
@gossama,3:52 AM - 11 May 2010,*hi5s* 2 u then gal;)  i'm afk 4 a bit. BIO. laters  @jr_carpenter #feralC, ,https://twitter.com/gossama/status/13776352722
@HUD_B,3:47 AM - 11 May 2010,i was heer 4 a bit!!!!!! but then @jr_carpenter i couldn't find @labfly 's email addy????!!!! i looked EVRYWHERE!!!? do u have it?? #feralC, ,https://twitter.com/HUD_B/status/13776208689
@gossama,3:44 AM - 11 May 2010,heya @jr_carpenter lol re scrabble. idc mucho 4 board-games-gone-intermehnet. wots w00Tworthy bout em?   #feralC, ,https://twitter.com/gossama/status/13776126015
@HUD_B,3:40 AM - 11 May 2010,oooooH NOOOOoooOOOOOOooo.....i missed the end!!!!!!1!!!!!!!!??? #feralC, ,https://twitter.com/HUD_B/status/13776028861
@Miss_Stressa,3:06 AM - 11 May 2010,Thanks you @if! I will post more. Especially of that house. There's something about that house.  #feralc, ,https://twitter.com/Miss_Stressa/status/13775002031
@gossama,2:59 AM - 11 May 2010,wotever @pupa_mistress *gone* #feralC, ,https://twitter.com/gossama/status/13774769394
@shadowmcclone,2:58 AM - 11 May 2010,#feralC ROGER @pupa_mistress OVER + OUT., ,https://twitter.com/shadowmcclone/status/13774749340
@Miss_Stressa,2:57 AM - 11 May 2010,What a note to end the session on. Goodbye @if  and @pupa_mistress #feralC, ,https://twitter.com/Miss_Stressa/status/13774723928
@gossama,2:53 AM - 11 May 2010,og BIG WORDS @shadowmcclone  y don't u step in2 WoW + we'll c  how good u r *pwnage time* #feralC, ,https://twitter.com/gossama/status/13774600087
@shadowmcclone,2:51 AM - 11 May 2010,#feralC STFU @gossama AINT NO BIZ OF URS WHERE I AM BUDDY, ,https://twitter.com/shadowmcclone/status/13774536821
@Miss_Stressa,2:49 AM - 11 May 2010,Just when I was starting to think @o0000O0 was quite reasonable. I guess not many people follow etiquette in here. #feralC, ,https://twitter.com/Miss_Stressa/status/13774482191
@gossama,2:48 AM - 11 May 2010,*rolls eyes* hey @shadowmcclone chill bro! was just sayin @QReada is a fruitloop. anywai where bouts r ya? + where u beeEen?   #feralC, ,https://twitter.com/gossama/status/13774436759
@Miss_Stressa,2:46 AM - 11 May 2010,No @if: that house isn't in Aultsville. There's some beautiful houses there though.  And @o0000O0 I thought you'd wish me goodnight. #feralC, ,https://twitter.com/Miss_Stressa/status/13774385336
@shadowmcclone,2:40 AM - 11 May 2010,#feralC MBRACE THE SUC @gossama, ,https://twitter.com/shadowmcclone/status/13774197048
@gossama,2:38 AM - 11 May 2010,AHAHHAHAHHA zomg & there he goez.....#feralC, ,https://twitter.com/gossama/status/13774146915
@QReada,2:37 AM - 11 May 2010,[SX XO COLX. WHXRE'X MY XAD?] http://bit.ly/ba1ed7, ,https://twitter.com/QReada/status/13774119231
@gossama,2:36 AM - 11 May 2010,ffs @shadowmcclone  don't tells me ur gonna b another tarded @QReada #feralC, ,https://twitter.com/gossama/status/13774083966
@Miss_Stressa,2:35 AM - 11 May 2010,There's quite a few photos there @o0000O0 . I'll ahve a look through and get back to you. Thanks for sending them. #feralC, ,https://twitter.com/Miss_Stressa/status/13774045999
@shadowmcclone,2:33 AM - 11 May 2010,#feralC WOT @o0000O0?, ,https://twitter.com/shadowmcclone/status/13773993681
@shadowmcclone,2:29 AM - 11 May 2010,#feralC CLDN'T MAKE LST SESS  = 2 AFUED. T_L____IZATION CNTRL., ,https://twitter.com/shadowmcclone/status/13773868929
@Miss_Stressa,2:27 AM - 11 May 2010,Sorry @o0000O0  but I can't see any link: I am new to this remember. #feralC, ,https://twitter.com/Miss_Stressa/status/13773797341
@gossama,2:26 AM - 11 May 2010,heh fuk me @shadowmcclone u r there. tbh i thought u'd flown free o this sheete....  #feralC, ,https://twitter.com/gossama/status/13773767944
@Miss_Stressa,2:23 AM - 11 May 2010,Loverly @o0000O0. I'm keen to see it.  #feralC, ,https://twitter.com/Miss_Stressa/status/13773690765
@shadowmcclone,2:22 AM - 11 May 2010,#feralC  HEY. BEEN THUNDER RUNNIN & FOD DEALIN., ,https://twitter.com/shadowmcclone/status/13773635273
@Miss_Stressa,2:20 AM - 11 May 2010,"Well @if it's a house I pass by most days. I know the photo isn't brilliant, but I still do like it. I'm not sure why. @o0000O0 NO? #feralC", ,https://twitter.com/Miss_Stressa/status/13773569057
@HUD_B,2:16 AM - 11 May 2010,"eh wut @o0000O0? i just wann c @labfly again?????????!!!!!!...mite send them some more poetry....I""LL B BACK  #feralC", ,https://twitter.com/HUD_B/status/13773436182
@gossama,2:13 AM - 11 May 2010,soooooo @pupa_mistress we gonna get 2 meet that 5th dude 2day? wots his name... shadow mchidesmyface? ;)))))) #feralC, ,https://twitter.com/gossama/status/13773355502
@Miss_Stressa,2:12 AM - 11 May 2010,Hi @@o0000O0. I'm slowly learning some new techniques. See here for more photos: http://twitpic.com/photos/Miss_Stressa  #feralC, ,https://twitter.com/Miss_Stressa/status/13773298963
@HUD_B,2:09 AM - 11 May 2010,is @labfly heer?..... #feralC, ,https://twitter.com/HUD_B/status/13773213237
@HUD_B,2:07 AM - 11 May 2010,KITTIES!!!! ooOOO @Miss_Stressa <3 <3 <3 ur pic. ...that cat is sooooO CUTE!!!!!!!!!!! i <# cats. #feralC oh + hey all:)))), ,https://twitter.com/HUD_B/status/13773138243
@Miss_Stressa,2:05 AM - 11 May 2010,Thank you @if  #feralc. I was extremely patient and still so as not to scare the cat. #feralC, ,https://twitter.com/Miss_Stressa/status/13773094075
